title,user_name,rating,review_text
Arema Blue Village,anugerah pratama,3.0,"View nya juara walaupun berkabut , next time harus kesini lagi karna kemarin ga dapet sunrise dan sunset"
Batu Tumpang,MR Ilman Huda,3.0,"Pantai nya tidak bersih, banyak puing puing sampah"
Tomb Complex Ratu Ibu,Dewi Masyitoh,3.0,"aksesnya mudah, jalan bagus, hanya 30 menit dari kota
views pemandangan bagus banget"
Ngopibareng Pintulangit | THE PINTULANGIT RESORT,Shela Marlina,1.0,Wahana permainan mega slide juga menjadi pilihan outdoor activity bagi anak anak
Kali Unda,Dewi Masyitoh,1.0,"Review jujur,
Pintu masuk 2 orang 10rb @5000
Parkir motor @5rb
Es teh @10rb
Mendoan 1 porsi = 20rb,
Tapi beli ½ porsi = 15rb, bisa ngitung tidak?

Tidak direkomendasikan!"
Obyek Wisata Taman Rekreasi Kota Bangkalan,Abu Yasit,3.0,"Seperti biasa, pantura kurang menarik. Mungkin karena lagi musim ujan kali ya jadi butek. Terus kejebak dikira bisa parkir ternyata harus beli disalah satu warung disitu karena parkir disitu. Takira gratis karena emang di awe² buat parkir."
Desa Wisata Keris Aengtongtong,MasRul Channel,5.0,"Pantainya bersih, enak pas weekday
Dewasa 5k
Anak 3k"
Bukit Belong,Abu Yasit,3.0,"Tiket msk murah dewasa 5rb anak 3rb
Pantai bersih
Saran buat pengelola hilangin karaoke tiap2 warung pada nyetel musik berbarengan,  bukannya menikmati  deburan ombak yg ada malah polusi suara"
Air Terjun Kali Pedati,Kukuh Cakra D,5.0,"2dewasa+1anak 17k
parkir mobil 7k
masih ok karna pegawai ramah 👍
tapi ketika mau sholat ashar, kebetulan pas adzan, di musolah dalam PAI ada tua bangka galak banget. anaku umur 3thn, cowok, dia masuk langsung di begis, HIS HIS HIS. anaku duduk d sblhku gak di bolehin, dia bilang anak laki2 duduk di tempat laki2. anaku umur 3thn, dia gak berisik cuma duduk disebelah ibunya. salah? pantesan sepi.. sumpah masih emosi. tua bangka"
Jembatan Gantung Situ Gunung 555,MElica Aprilianti,1.0,"August 2022. Pengelolaan pantainya sudah bagus. Masuk dari tempat parkir disambut oleh2 khas pantai. Melewati stand makanan, persewaat atv. Banyak pedagang ditepi pantai seperti ikan bakar, bakso, mie ayam, siomay, dll. Bisa sewa payung kalo mau rebahan di pasir pantai ya (20ribu), jangan hanya rebahan dikasur saja hehehe. Seru sih, namun harus hati-hati karena kadang ombak besar, bawa pelampung kalo mau berenang ya guys. Jangan lupa buang sampah ditempatnya untuk menjaga pelestarian pantai, masih nemu banyak sampah plastik bercecer, kan sayang mengganggu pemandangan. Fyi, kalo mau bilas di tempat bilas sekitar pantai airnya asin. Tapi jangan panik, mari piknik."
Desa Wisata Edukasi Cisaat ᮓᮦᮞ ᮝᮤᮞᮒ ᮆᮓᮥᮊᮞᮤ ᮎᮤᮞᮃᮒ᮪,Mohammad Anom,3.0,Semakin ramai semenjak dibuka Pantai bagian timut
Jembatan Gantung Situ Gunung 555,Jundi Azzam Firdaus,4.0,"Htm 10k per org, parkir mobil 7k, pantainya skrg agak kotor dan skrg byk bgt pedagang gk ky dulu msih sepi, hrga makanan dan minuman standar sih, kmrn beli bakso 15k, mendoan 15k, pop mi 10k, es teh 5k"
Pantai e Kasoghi,Shela Marlina,1.0,"Terlalu kotor, tidak terawat, mahal lagi masuknya, berbeda jauh dengan pantai2 arah di timur. Klo di arah timur pantainya berdih bener2 terawat dan pengunjungnya juga rajin membuang sampah di tempat sampah."
Cisadane Walk,Daffa Wahyu,5.0,"Bagus, saran saja buat warga, pedagang, dan pengunjung agar lebih tertib membuang sampah pada tempatnya, biar lingkungannya bersih, indah, dan enak di pandang!"
Situ Rawa Gede (wisata alam),Efrain Apriwanto Rerung,3.0,"Biaya masuknya 6k, parkir 3k BTW aku 2 org pake motor ya. Untuk pantainya lumayan bersih dibanding pantai yg di cilacap karena tepiannya banyak sampah beda dengan PAI yg masih sedikit, semoga aja ga bertambah dan malah berkurang ya soalnya sayang bgt kalo pantai sampai kotor tuh hehe

Untuk makanannya tadi saya sempet beli pop mie harganya 10k, sprite 7k, dan yg bikin kaget tuh mie ayam 15k tapi itu indomie dikasih ayam bumbu semur gitu 😭 sedih bgt padahal lg pen mie ayam beneran dan udah keburu seneng karena harganya murah malah di prank wkwkwkwk"
Havana Hills,Dewi Masyitoh,1.0,"Kalau saya ke Tegal, biasanya mampir ke pantai ini, lumayan bersih, ombaknya kecil, pantai nya dangkal, fasilitas nya memadai, seperti parkiran, orang jualan makanan dan suvenir"
Hutan Kertas,Kukuh Cakra D,4.0,"Datang kesini hari kamis malam, masuk bayar retribusi untul 5 orang hampir 30rb, parkir mobil bayar lagi 7 rb. Sepertinya cocok kesini dari pagi dan sore ya, malam kondisi gelap angin kencang dan sekitar jam 7 sudah sepi banget. Pilihan makanan banyak warung yg buka"
Situ Cihaniwung,Ciaba'al Tv,5.0,Pemandangan nya lumayan bagus dan fasilitas umum nya cukup memadai juga banyak spot foto yang lumayan bagus dan banyak tempat tempat yang bisa dijadikan tempat bersantai...
Wisata Ziarah Pulau Cangkir,Rio Putra,3.0,"Yang jaga karcis parkir bener2 gak ramah, mentang2 saya pakai sepeda salah jalan dimarahin, bilang dong yg baik gausah malah bilanh “numpak pit ka lewate mene” lah suruh siapa gak ada tulisan/ dikasih tau. TOLONG DI PERBAIKI"
Lembah Dieng Gempol,yuda pura,4.0,"Banyak pungli didalam. Zonk
Parkir aja ribet amat. Udh jelas2 bayar didepan pake one gate system. Didalam trnyata mau parkir di cavling2 pedagang. Buset."
Tomb Complex Ratu Ibu,Rendy Syauqy Hasan,2.0,"Pantai pasir hitam yang eksotis, banyak dijumpai pedagang di tepi pantai dengan menjual berbagai makanan ringan hingga berat serta minuman, terdapat juga caffe dengan konsep pasir putih disana."
Hutan Kertas,MR Ilman Huda,5.0,"Tempat yg cukup nyaman untuk merefresh pikiran, melihat pemandangan pantai dan laut, banyak tempat utk beli makanan juga"
Kampung Bekelir,Suci Oktavia,1.0,"Alhamdulillah, Pantai Alam Indah semakin baik. Terus perbaiki dan rapikan wisata kota tegal"
Situ Rawa Gede (wisata alam),anugerah pratama,5.0,Tiket masuk murah meriah. Parkir mobil luas. Harga makanan di dalam lumayan tinggi utk kualitas yg biasa-biasa saja.
Wisata Kali Cemplong,Arya Nanda,5.0,"Jauh' dari Purwokerto tapi puas banget main ke Pantai Alam Indah Tegal ini si apalgi susuannya di sore hari yang cerah sambil lihat matahari terbenam, sungguh kenikmatan"
Obyek Wisata Taman Rekreasi Kota Bangkalan,Djemba Dje,5.0,"Baru pertama kali masuk. Untuk tiket hari biasa dewasa 5000.anak-anak 3000.hari sabtu, minggu&hari libur, dewasa 10000.anak-anak 5000 Rupiah."
Wisata Mangrove Kedatim,VICKY DANANG HARDIANSYAH,1.0,"Sunset nya bagus bangett, bagus buat foto🌅 foto no efek no edit😜"
Taman Kemang Pratama,Novia Lutviana,3.0,"Secara fasilitas oke sih, tambah bersih juga, ya kali 27 ribu satu motor 2 orang fasilitasnya gitu2 aja, ya harus ada perubahan, goodjob untuk pengelolanya,"
Jembatan Gantung Situ Gunung 555,Panjul King,5.0,Sekarang pantainya lumayan bersih...sayangnya tiket parkirnya harus bayar 2 kali.
Air Terjun Kali Pedati,Ciaba'al Tv,2.0,"Pantai yang bersih dan nyaman..
Udara yang segar dan suasana pantai dengan deburan ombak yang berdatangan..
Begitu indah..."
Cilember Waterfall,Arya Nanda,1.0,"Terlalu kotor, dan tidak terawat. Tidak sepadan dengan harga ticket masuk 10rb per Orang. Diluar biaya parkir. Fasilitas kotor"
Karang Boma Cliff,Abu Yasit,5.0,Katanya indah.. cuma nggak serius perawatannya..
Wisata Kota Tua Jakarta,yuda pura,3.0,"Semoga kedepanya segera dilakukan perawatan dan pemeliharaan area bermainya, terutama Kolam renang dengan air berlumut,
area sekitar kurang bersih."
Wisata Goa Putih,Jundi Azzam Firdaus,2.0,"Silaturahim ke teman lalu kami diajak kesini, utk htm dewasa 15rb/orang
Masih proses pembangunan waktu saya kesini dan tampaknya akan ekspansi lebih luas & ditata lebih bagus lg, semoga ya
Ada berbagai fasilitas spt kolam renang buat anak², spot foto & mini cafe. Menu cafenya lumayan komplit kok ada berbagai minuman, cemilan & makan berat dg harga relatif terjangkau
Kesini enaknya pagi atau sore aja si, kalo siang terik bgt. Overall recommended buat sekedar nyantai bersama keluarga, semoga dikelola dg baik ya"
Puncak Ratu Pamekasan,Diana Rose,1.0,"Tempat yang cocok untuk melepas penat dengan ditemani pemandangan alam yang indah dan secangkir kopi. Viewnya bagus karena berada di daerah perbukitan. Udaranya sejuk.
Sudah ada tempat ibadahnya jadi memudahkan pengunjung kalau mau beribadah.
Menu makanan sudah bervariasi, tapi perlu ditambahkan lagi menu minumannya, terutama variasi kopinya. Tempat parkirnya juga kurang memadai karena sempit, di pinggir jalan, dan belum ada penutup atapnya jadi kalau hujan motornya kehujanan, kalau panas kepanasan.
Semoga ke depannya bisa diperluas dan dipercantik lagi tempatnya."
Karang Boma Cliff,Yus Harianto,4.0,Tempat yang sangat nyaman untul bersantai bersama keluarga dengan pelayanan yang sangat ramah.
Wisata Pinus Pananjung,Efrain Apriwanto Rerung,3.0,"Wisata pemandangan yang dikelola bumdes, letak di pinggir jalan utama"
Mother's eyes travel Aer Arosbaya,Dewi Masyitoh,4.0,"Pacalan
Salah satu destinasi wisata lokal di pekalongan posisi di Gunungnya peklaongan yaaa
Dari wisata linggo asri naik lagi ke kecamatan Paninggaran view nya pegunungan hamparan karpet hijau disekitar nya
Kalian juga bisa renang disana dan memilih menu makanan untuk memuaskan rasa lapar kalian
Buat si pecinta karaoke bisa juga berkaraoke gratis disitu
Untuk sore hari lebih cakep"
Monumen Juang 45,Shela Marlina,4.0,"Tempat nya nyaman bgt pas kalau bawa anak kesana. Pemandangan sawah n burung, makanannya harga standar. Meski kaya model kafe gitu tapi harga makan dan minum masih standar dibawah 20 rb an."
Obyek wisata Pantai Alam Indah (PAI),MasRul Channel,1.0,"HTM tergolong mahal buat tempat wisata  ini, dan perlu di perhatikan kalau berkunjung kesini jangan siang2 pas panas tidak ada tempat meneduh hanya ada 2 tempat. Kemudian di resto nya gaada tisue 😭 padahal kan penting habis makan apa mau dilap pake baju"
Monumen Juang 45,Imam Pratiknjo,2.0,"View bagus, deket rumah, murah meriah."
Satria Gatotkaca Park,Shela Marlina,2.0,"Tempatnya bersih,ada taman buat bermain anak,ada kolam renangnya,ada tenda2 buat bersantai sayangnya klo siang/sore jam 3 panas banget,,"
Taman Adipura Kota Sumenep,Wahyu Widiastuti,3.0,"kurang sesuai untuk lansia.
harga makanan yg ditawarkan cukup terjangkau.
okelah untuk dicoba berkunjung."
Wisata Kota Tua Jakarta,Syamsul Alim,5.0,Tempat yg nyaman untuk menyejukkan pikiran.😊
Taman Tajamara,Syamsul Alim,3.0,"Tempate apik jajane minuman e yo juga murah, sayang htmnya 10rb/orang kalo 5rb mungkin banyak yg mampir lan gak bosan walaupun sudah pernah kesitu."
Monkey Forest Tourism Park,hendra budi,2.0,"Baru pertama kesini ,spot dari atas bagus. Tempat wisata kecil berasa luas...nungguin sunset yg bagus disana ☺️, lumayanlah buat nongki2 sejenak . 👍"
Pantai Pancur,Daffa Wahyu,4.0,"Sebenernya lumayan buat pilihan wisata daerah area paninggaran .
Tempat lumayan bagus viewnya. Lumayan bersih. Mungkin perlu diperhatikan lg pagar pembatas biar lebih safety. Mungkin bisa ditambah area utk anak2 kedepannya

Makanan lumayan variatif. Tp kebanyakan olahan mie instan.
Sering habis menunya. Mungkin stok bisa diperbanyak. Jd saat penjaga atau pelayan sedikit bisa tetap sat set melayani.

Memang hanya untuk foto2 saja lmyan mahal htm 10 ribu.
Area parkir kurang kuas dan kurang aman.

Jika anda dari peejalanan jauh butuh oarkir mungkin bisa cari info area sekitar yg aman utk parkir. Krn viewnya lmyan .

Cocok kesini saat pagi atau sore"
Wisata Bukit Kehi,Efrain Apriwanto Rerung,2.0,Tempat ngumpul n berburu spot foto
Bukit Belong,Theophilus Merta Adnyana,5.0,Rekomen tempat ngopi manja dengan view pemandangan yang cantik
Desa Wisata Keris Aengtongtong,Ciaba'al Tv,1.0,Tempat rekreasi recommended banget
Mother's eyes travel Aer Arosbaya,Efrain Apriwanto Rerung,4.0,Harus dibuat parkiran sendiri
Mangrove Karangkiring,Imam Pratiknjo,1.0,"the best si tmptnya, tp untuk prkiran mtr nya lbih baik direnovasi lg biar klo siang ga kpnsn dn klo ujan ga khujanan mtrnya😁"
Taman Adipura Kota Sumenep,Lussy Andri,2.0,"Pemandangannya bagus, adem cocok buat refreshing"
Arema Blue Village,LA Media Cipta,5.0,"Taman wisata yg baru. Lokasi dipinggir jalan raya Paninggaran-Kalibening. Ada banyak spot untuk selfie dengan background sawah dan pemandangan pegunungan. Ada tempat karaoke, Aneka Bakaran, Coffee Break, dll. Sayangnya parkirnya masih di pinggir jalan, blm ada mushola.... Mungkin karena masih baru. View pemandangan arah barat, bagus saat Sunset."
Dermaga Rindu,Djemba Dje,1.0,"Kemarin habis kesini sama suamiku , pengen liburan , gue suka sama pemandangan nya bagus lah buat ukuran wisata adem juga, yg jaga tiket juga ramah, yg jadi masalah waktu pesen makanan super lama banget padahal gue pesen dari jam 11.45 dan makanan tug baru tiba 14.02 an gilaaa bete banget .. nggak kebayang nahan lapar gimana plis tingkatin lagi dong pelayanan nya ...."
Wisata Bukit Kehi,Mohammad Anom,3.0,"Lokawisata selfie spot yang terletak di jalur Pekalongan - Wonosobo, suasana asri dengan kesejukan udara, ditambah oemandangan alam hujau nan asri."
Ekowisata Mangrove Lembung,Wahyu Widiastuti,5.0,"ternyata sawah..
masih dalam pembangunan..
moga kedepannya lebih baik dan bagus..."
Karang Para,Fer sam,2.0,Gak perlu jauh jauh ke Jogja paninggran kabupaten Pekalongan juga ada yg bagus
Taman Tajamara,oxthonk kumbara212,4.0,"Jujur bete bgt kesitu karna saking ramenya malah ngga karuan, jajanan cemilan juga ngga enak masa pesen mendoan ngga ada rasanya,pesen ayam kosong,es kosong banyak yg kosong,mba2 pelayannnya juga kurang cekatan bgt,banyak jajan yg kosong wkwkwkwk HTM mahal bgt gila pdahal wisata paninggaran bukan yg di kota2"
Wisata Alam Kesek,Djemba Dje,3.0,"Tempat rekomended untuk wisata keluarga, proses pengembangan dan pembaharuan"
Tomb Complex Ratu Ibu,Efrain Apriwanto Rerung,3.0,"ditengah hiruk pikuk kota, masih ada tempat yang asri, sejuk  meski sesiang ini sinar mentari sedang terik, namun dengan payung pepohonan kita mas8h bisa merasakan teduh dan nyaman"
Bukit Tangkeban,Dewi Masyitoh,5.0,"Salah satu taman yang menurut saya tercantik di Bandung. Tamannya rindang, banyak pohon dan bunga, sangat cocok untuk tempat anak-anak bermain, tempat nongkrong, dan aktivitas outdoor ringan seperti tempat senam. Terbukti, saat saya ke sana, ada sekelompok lansia yang sedang senang.

Tamannya terawat, bersih, dan nyaman meskipun terletak di tengah kota. Jujur saya kagum sama Bandung kalau untuk masalah ruang terbuka hijaunya.

Di sini juga merupakan salah satu halte bus Bandros."
Batu Tumpang,Fachrurrazie Yusoef,2.0,"Parkiran luas lokasinya ditengah kota, cocok utk bawa anak2 santai jika lg liburan dan menginap di daerah braga"
Exotic Mengare,Shela Marlina,3.0,"Taman hijau di tengah kota Bandung. Suasana asri, nyaman, cocok buat pinkik sama anak. Plus nya di sini gratis dan bisa parkir mobil dengan nyaman.

Berikut reviewnya;
1. Area mudah dijangkau karena di pusat kota dekat dengan kantor walikota Bandung.
2. Fasilitas lumayan memadai, mulai dari toilet bersih, taman bermain, hingga kursi untuk duduk-duduk santai bersama anak.
3. Aman dan bersih. Di sini ada satpam jadi Aman
4. Dekat dengan masjid. Kalau waktunya shalat bisa shalat dulu.

Overall, ini tamannya cantik, saya juga baru tahu kalau Dewi Sartika itu orang Sunda. Hehe saya kira beliau orang Jawa. Sangat eye opening sekali."
Bunut Bolong,Arnet Hugo,1.0,"Taman di tengah kota yg asri dan nyaman
Bebas parkir dan tdk dipenuhi penjual makanan jd nyaman sekali jika utk menenangkan diri sambil nikmati tanaman yg asri dan bersih
Ada toilet juga.. Nyaman utk nikmati hawa segar"
Wisata Pinus Pananjung,Novia Lutviana,5.0,"Taman badak❤ Wisata gratis nan menyenangkan❤
Ada banyak spot foto dari mulai taman sampe kolam air, sebenernya ini kolam air biasa tapi ada banyak anak-anak yang main air bahkan mandi / berenang disini tapi tenang, ada ruang gantinya kok.
Kantin / stand makanan nya juga banyak kok dan murah ( standart lah ya ) kalo kalian mau bekel makanan juga boleh kok gak dilarang ,
Bahkan aku pernah liat ibu-ibu TK lagi ajakin anak nya main air sambil botram alias makan bareng lesehan disana.
Spot fotonya juga banyak jadi ibu nya bisa asik selfi anak sama bapak nya puas main 😂
Kalo kalian naik kereta turun di stasiun cikudapateuh ya , trus naik grab/ semacam nya lah sekitar 17rbuan udah sampe disini,
Jadi fix ini bisa masuk list tujuan wisata kalian apalagi ini GRATIS😉"
Wisata Pinus Pananjung,Arnet Hugo,5.0,"Taman Dewi sartika merupakan sebuah taman yang berada di Komplek balai kota bandung, taman yang bersih tertata dan bisa untuk umum.

Di taman ini juga terdapat mini zoo dan rumah kaca bagi pembibitan tanaman.

Ada juga ir manjur dan rumah burung. Bagi anda yang ingin berwisata gratis anda bisa berkunjung ke taman dewi sartika.

Lokasinya di sebrang Gedung Bank Indonesia, dan jangan khawatir karena ada lahan parkir yang kumayan luas."
Kali Unda,VICKY DANANG HARDIANSYAH,2.0,"cocok untuk jogging, bersantai bersama keluarga. fasilitas lumayan, ada toilet, tap air minum, kursi taman, mini gym. Tanamannya terawat, tempat yang sejuk untuk menghabiskan sore. Ada bus stop untuk bandros, persis di seberang Bank Indonesia"
Obyek wisata Pantai Alam Indah (PAI),Kevin Gianpantun Imanuel,3.0,"Tempat yang menyenangkan untuk refreshing dibanding ke mall. Untuk anda yang menyukai flora, di sini termasuk memiliki koleksi tanaman2 yang lumayan, dengan deretan koleksi perpohonannya yang besar2, dan ada juga tempat pembibitan untuk tanamannya. Untuk anda yang memiliki anak kecil di sini juga terdapat kolam air bagi mereka bermain air. Ideal buat menghabiskan waktu dengan keluarga di sini, untuk parkir mungkin agak sulit karena di sini saya sarankan untuk parkir lebih jauh dan berjalan ke sini, trotoarnya cukup memanjakan pejalan kaki, mudah-mudahan diperbanyak lagi ya dan lebih dipersulit akses parkir kendaraan bermotor ke daerah ini atau disediakan gedung parkir agar orang-orang terbiasa berjalan kaki ke tempat-tempat seperti ini."
Wisata Puncak Vietnam,Theophilus Merta Adnyana,1.0,"Tamannya luas, asri, bersih, kecuali kolam ikannya sudah tidak ada ikan dan tampak kotor.
Saya kesini jam 2 siang, bener"" adem dikala kota bandung yang terasa panas menyengat, tamannya pun luas dan banyak spot tempat duduk"
Obyek Wisata Pacalan Paninggaran,anugerah pratama,5.0,"""tidak untuk umum"" inilah yang di katakan penjaga ketika ke taman. sangat membingungkan kenapa taman negara tidak untuk masyarakat?. well pada dasarnya tidak ada yg bisa di nilai karena tidak untuk warga juga hanya untuk pemerintah. jadi otomatis bintang 1. overall. tidak untuk publik. jadi gak perlu jauh jauh kemari. cari tempat lain saja"
Monumen Juang 45,Efrain Apriwanto Rerung,3.0,"Taman Badak, tempat yang bagus untuk mengajak anak anak jalan sore. Direkomendasikan kesini sabtu sore karena dari taman badak kita bisa ke taman vanda untuk melihat air mancur. Taman badak satu lokasi dengan taman balai kota, sehingga tempat ini begitu luas dan banyak spot fotonya."
Kali Unda,Djemba Dje,5.0,"Taman Dewi Sartika, atau disebut juga sebagai taman badak ini terletak di dalam kompleks taman Balaikota Bandung."
Telaga Batu,LA Media Cipta,4.0,"Bandung mah emang surga nya taman, selain sejuk main di Bandung kaya kurang afdol kalo belum main ke tamannya. Nah salah satu nya taman balaikota ini. Tempatnya bersih, aman, nyaman dan indah banget pokoknya. Selain iti banyak arena bermain dan juga tempat tempat yang bisa kamu manfaatkan untuk beraktifitas disini. Jadi mau latihan nyanyi, kerja kelompok, ngerjain skripsi. Disini nyaman banget pokoknya. Gak bikin bosen kok. Kalou masalah keamanan, ada satpam yang siap menjagamu."
Wisata Alam Kesek,MasRul Channel,3.0,"Tamannya sangat rimbun dan asri, sangat cocok untuk bersantai dan menikmati udara segar. Lokasinya berada di kawasan Balaikota Bandung, awalnya agak bingung akses masuknya karena diportal."
Situs Giri Kedaton & Makam Raden Supeno,Rendy Syauqy Hasan,2.0,"Kata pak Satpam ""belum terbuka untuk umum, belum ada Perdanya udah bertahun-tahun juga..."" jadi saya bingung buat yang review baru2 ini dengan bilang ini tempat refreshing yang asik atau review dengan bilang tamannya bagus... Kalian siapa? Bikin saya yang jauh-jauh dr Jogja jadi ter""prank"" kesini...
Padahal banyak mobil2 terparkir... Hihihi... Mobil siapa itu?"
Obyek Wisata Pacalan Paninggaran,MElica Aprilianti,2.0,Tempat yg enak bt ngajak anak bermain. Sejuk rindang apalagi bisa bertemu sm bapak walikota
Batu Tumpang,Mohammad Anom,4.0,"Ikon kota Bandung yg musti di jaga & tetap terjaga
Walaupun dah gak sedingin & sejuk dulu, mungkin efek musim panas
Jadi rada hareudang"
Ngopibareng Pintulangit | THE PINTULANGIT RESORT,Djemba Dje,2.0,"Kesini untuk lari sore, suasana taman yg luas di tengah kota Bandung."
Taman Kebon Ratu,Imam Pratiknjo,5.0,Taman ini terdapat di Kompleks Balai Kota Bandung dengan penataan yang sangat baik cocok untuk dikunjungi anak dan ramah terhadap penyandang disabilitas. Fasilitas yang ada di dalamnya cukup lengkap antara lain tempat sampah toilet. Taman Dewi Sartika juga dilengkapi dengan sebuah patung torso serta beberapa jenis tanaman yang membuat suasana menjadi indah
Tomb Complex Ratu Ibu,Dapur Khanza,4.0,Taman nya luas...udara nya sejuk bnyak tanaman indah dinsekeliling nya..hari sabtu minggu ramai byk warga yg berkunjung utk santai poto poto sama ajak main anak anak..pokonya recomended banget buat tmpat kumpul 👍👍
Taman Kemang Pratama,Diana Rose,2.0,"waktu itu ke sini pas divaksin booster. sedikit nostalgia dulu sering liat anak jepang sama anak korea pada latihan pentas di sini, sekarang sepi banget :"") tempat nya sejuk, rindang, bersih. kalo udah masa corona kaya sekarang kurang tau bisa masuk buat main atau enggak, kayanya harus izin ke satpam(?)"
Wisata Puncak Vietnam,hendra budi,1.0,"Berlokasi di area Balaikota Bandung,
Taman Badak menjadi salah satu destinasi bersantai dan wisata Kota Bandung.
Tempatnya asri, dipenuhi banyak pepohonan rindang yang sejuk dan nyaman untuk berolahraga saat weekend,
Maupun hanya sekadar untuk melepas penat.
Kunjungi area Balaikota Bandung dengan beberapa taman lainnya yang terintegrasi menjadi 1 di lokasi yang sama."
Wisata Hutan Pinus Batu Nyongclo,Irwan Lylac,3.0,"Dengan kian maraknya Taman Tematik di setiap sudut kota di Bandung, menambah cita rasa tersendiri. Bandung makin geulis dong yaaa...

Mau jalan atau sekedar bawa anak main juga enak sambil menikmati taman Tematik yang tidak hanya satu tapi banyak 🤣.

Dalah satunya adalah taman Dewi.
Ruang publik ini cukup apik berada di tengah kota."
Wisata Religi Sunan Giri,MElica Aprilianti,3.0,Taman yg ada patung pahlawan nasional ibu dewi sartika. Sekarang sedang dalam tahap renovasi. Fungsi utama saat ini adalah sebagai tempat pendaftaran sekaligus terminal naik Bus BANDROS. Tempat parkir mobil juga cukup luas
Monkey Forest Tourism Park,Kevin Gianpantun Imanuel,5.0,"Rindang, cocok untuk keluarga jalan² ke sini
Cuma yaaa nggk terlalu luas
Selama PPKM jadi sepi dan tempat bermain air anak juga lagi gk bisa dipake"
Wisata Pinus Pananjung,MasRul Channel,5.0,"Semakin cantik setelah di renovasi. Yu kesini, bawa anak anda juga cocok. Luas, ada berbagai hewan juga.  Tamannya indah pula. Yu kemari! Jaga kebersihannya juga yaaa."
Arema Blue Village,Novia Lutviana,4.0,Sayangnya belum dibuka tamannya untuk umum vaksin setiap hari bisa booking dulu atau langsung ditempat
Avalokitesvara Buddhist Temple,Diana Rose,3.0,"Area hutan pinus yang luas. Menawarkan suasana yang hening namun menenteramkan. Udaranya segar. Baik bagi tubuh, menghirup oksigen yang fresh dari pepohonan yang ada. Menciptakan kesan adem dan menyejukkan. Cocok bagi yang sudah penat dengan hiruk pikuk perkotaan."
Wisata Goa Putih,LA Media Cipta,1.0,"Bagus lokasinya, kesna tanggal 1 juli 2020 Tapi syang tercemari oleh bnyak pasangan yang pacaran. Bnyak yang sewa hammock untuk ber2an. Alhamdulillah kalo udah nikah mh."
Telaga Batu,Suci Oktavia,1.0,"Tempat wisata yang sangat menarik di ketinggian sekitar 1100 MDPL.
Lokasinya penuh dengan pohon Pinus dan sangat rimbun. Ada rumah pohon dan berbagai tempat foto yang menarik.
Di tempat ini bisa untuk mendirikan tenda untuk bermalam.
Atau opsi lain bisa juga di warung2 yang ada disekitar hutan untuk nongkrong sekaligus bermalam.
Toilet sangat terbatas hanya ada 2 dan sebuah musholla kecil di sampingnya.
Ada aula berukuran sekitar 4x6 m yang bisa untuk buat kegiatan.

Saat ini sedang ada pembangunan kolam renang dan aula besar di bawah wisata hutan Pinus, kedepannya wisata ini menjadi lebih menarik dan lebih nyaman lagi."
Taman Dewi Sartika,Rachmi Pramono,5.0,"Tempat waw banget poko nya mah lahh
Buat ngadem buat prewed apa lagi bagus pisan pemandangan nya tuh indahh😘"
Wisata Air Taman Prestasi,MR Ilman Huda,5.0,suka sekali tempat ini sayang msh byk sampah .. tp indah alami.. parkir cukup luas warung2 byk terus ramah2 lg ada wahana juga buat yg suka selfie..mur mer lagi 10 rb.. cukup untuk refresing.. jln nta jg bagus ..salut u pemerintah setempat.. jaga terus ya..🙏🙏
Wisata Pinus Pananjung,Djemba Dje,4.0,"Tempatnya bagus, jalannya beberapa ber-aspal. Agak menanjak. Kalau sepi bisa menggunakan tempat sesukanya. Bisa lihat sunset.
Tiket masuk wisata pinus pananjung +-10k belum termasuk biaya parkir.
Buka sampai jam 7an. Kalau mau camping bisa.
Fasilitas:
- warung kopi/ warung pinggiran
- toilet
- mushola
- sinyal ok"
DESA WISATA PINGE,VICKY DANANG HARDIANSYAH,4.0,"Hati2 klo mau ke sini kendaraannya harus fit, rem dan ban diperiksa dgn seksama karena jalanan yg nanjak turun curam apalagi jalannya kecil dan banyak belokan tajamnya. Setelah di TKP lumayan viewnya bagus, cocok buat foto2 juga banyak spot instagramable nya, tapi kebersihannya kurang terjaga. Bisa sewa hammock juga. Teman2 bisa tonton perjalanan kami bersama si kecil ke tempat ini di channel youtube RUMAH IMOET ya 😊"
Wisata Alam Kesek,Dewi Masyitoh,4.0,"Tempatnya asriii masih original hutan pinus, dengan beberapa saung2 utk istirahat.. Cocok utk melepas penat..mana tempatanya sepiiii.. Bisa hirup bnyak2 oksigen!! Cumaaaaa akses kesininya subhanallah, aga cape ya pake motor naik turun mana jalannya sempit.. Pake mobil kurang di rekomendasiin.. Kamar mandinya juga belom tralu rapi ya masih seadanya gtu.."
Taman Waduk Pluit,Ciaba'al Tv,5.0,"Akaes ke lokasi cukup mudah, walau sedikit curam.
Untuk motor matic juga masih ok, yang penting rem memadai.
Udaranya masih sejuk.
Walaupun di atas bukit dengan ketinggian sekitar 1000 MDPL, beberapa signal operator masih minim.
Banyak tempat wisata lain seperti gantole yang memang berdekatan dengan wisata pinusnya."
Taman Kebon Ratu,oxthonk kumbara212,1.0,"jalan menuju lokasi pas untuk 1 mobil. tiket masuk 10rb, sewa tenda 75rb 24jam. 7-10-2018"
Wisata Kali Cemplong,Jundi Azzam Firdaus,5.0,"Masih asri..., yang ingin menghirup udara segar dan wangi pinus
Rencana mau nge camp disana"
